dataset,oa,aa,k,target_size,algorithm,time,selected_features,selected_weights
salinas,0.932,0.964,0.964,21,v2,0.0,5|13|17|18|31|37|40|55|68|80|81|82|88|93|97|111|112|137|152|156|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0005989791825413704
salinas,0.932,0.963,0.963,20,v2,0.0,5|13|17|18|31|37|40|55|68|80|81|82|88|93|97|111|112|137|156|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.11366663873195648|0.0005989791825413704
salinas,0.929,0.962,0.962,19,v2,0.0,5|13|17|18|31|37|40|55|68|81|82|88|93|97|111|112|137|156|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.11366663873195648|0.0005989791825413704
salinas,0.929,0.962,0.962,18,v2,0.0,5|13|18|31|37|40|55|68|81|82|88|93|97|111|112|137|156|165,0.0005736920866183937|0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.11366663873195648|0.0005989791825413704
salinas,0.932,0.964,0.964,25,v2,0.0,5|13|17|18|30|31|37|40|55|68|72|80|81|82|88|93|97|103|111|112|117|137|152|156|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0004638656973838806|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.008178381249308586|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0005989791825413704
salinas,0.932,0.964,0.964,24,v2,0.0,5|13|17|18|31|37|40|55|68|72|80|81|82|88|93|97|103|111|112|117|137|152|156|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.008178381249308586|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0005989791825413704
salinas,0.932,0.964,0.964,23,v2,0.0,5|13|17|18|31|37|40|55|68|72|80|81|82|88|93|97|103|111|112|137|152|156|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0005989791825413704
salinas,0.927,0.96,0.96,14,v2,0.0,13|18|31|37|40|55|81|82|88|93|111|112|137|165,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.0005989791825413704
salinas,0.926,0.96,0.96,13,v2,0.0,13|18|31|37|40|55|81|88|93|111|112|137|165,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.006342646200209856|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.0005989791825413704
salinas,0.921,0.958,0.958,12,v2,0.0,13|18|31|37|40|81|88|93|111|112|137|165,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.006342646200209856|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.0005989791825413704
salinas,0.915,0.954,0.954,11,v2,0.0,13|18|31|37|40|81|88|93|111|112|137,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.006342646200209856|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.0009107300429604948|0.6647312045097351
salinas,0.915,0.953,0.953,10,v2,0.0,13|18|31|37|40|81|88|93|111|137,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.006342646200209856|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.6647312045097351
salinas,0.909,0.951,0.951,9,v2,0.0,13|18|31|37|81|88|93|111|137,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.006342646200209856|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.6647312045097351
salinas,0.908,0.951,0.951,8,v2,0.0,13|18|31|37|81|93|111|137,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.006342646200209856|0.0003813880030065775|0.0022248264867812395|0.6647312045097351
salinas,0.906,0.949,0.949,7,v2,0.0,13|18|31|37|93|111|137,0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.0003813880030065775|0.0022248264867812395|0.6647312045097351
salinas,0.871,0.93,0.93,6,v2,0.0,13|18|37|93|111|137,0.0008257784065790474|0.0020308331586420536|0.0003164430963806808|0.0003813880030065775|0.0022248264867812395|0.6647312045097351
salinas,0.862,0.922,0.922,5,v2,0.0,13|18|37|93|111,0.0008257784065790474|0.0020308331586420536|0.0003164430963806808|0.0003813880030065775|0.0022248264867812395
salinas,0.933,0.965,0.965,28,v2,0.0,5|13|17|18|30|31|37|40|52|55|61|68|72|80|81|82|88|93|97|103|111|112|117|137|152|156|164|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0004638656973838806|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.0006218482740223408|0.047536831349134445|0.000585610163398087|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.008178381249308586|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0014323792420327663|0.0005989791825413704
salinas,0.927,0.96,0.96,15,v2,0.0,5|13|18|31|37|40|55|81|82|88|93|111|112|137|165,0.0005736920866183937|0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.0005989791825413704
salinas,0.933,0.965,0.965,30,v2,780.815,5|13|17|18|30|31|35|37|40|52|54|55|61|68|72|80|81|82|88|93|97|103|111|112|117|137|152|156|164|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0004638656973838806|0.0005794394528493285|0.03369520604610443|0.0003164430963806808|0.12110904604196548|0.0006218482740223408|0.003472983604297042|0.047536831349134445|0.000585610163398087|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.008178381249308586|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0014323792420327663|0.0005989791825413704
salinas,0.929,0.962,0.962,17,v2,0.0,5|13|18|31|37|40|55|81|82|88|93|97|111|112|137|156|165,0.0005736920866183937|0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.11366663873195648|0.0005989791825413704
salinas,0.928,0.962,0.962,16,v2,0.0,5|13|18|31|37|40|55|81|82|88|93|111|112|137|156|165,0.0005736920866183937|0.0008257784065790474|0.0020308331586420536|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.047536831349134445|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0022248264867812395|0.0009107300429604948|0.6647312045097351|0.11366663873195648|0.0005989791825413704
salinas,0.934,0.965,0.965,29,v2,0.0,5|13|17|18|30|31|37|40|52|54|55|61|68|72|80|81|82|88|93|97|103|111|112|117|137|152|156|164|165,0.0005736920866183937|0.0008257784065790474|0.954240620136261|0.0020308331586420536|0.0004638656973838806|0.0005794394528493285|0.0003164430963806808|0.12110904604196548|0.0006218482740223408|0.003472983604297042|0.047536831349134445|0.000585610163398087|0.552028238773346|0.0021834922954440117|0.0005875482456758618|0.006342646200209856|0.9506065845489502|0.00046111398842185736|0.0003813880030065775|0.0029948099981993437|0.0006702332757413387|0.0022248264867812395|0.0009107300429604948|0.008178381249308586|0.6647312045097351|0.0008374574827030301|0.11366663873195648|0.0014323792420327663|0.0005989791825413704
salinas,0.925,0.962,0.962,22,v9,0.0,4|10|14|16|17|29|31|37|38|40|63|69|80|95|106|107|108|110|111|133|151|168,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.006218189373612404|0.655241072177887|0.012399961240589619
salinas,0.925,0.961,0.961,21,v9,0.0,4|14|16|17|29|31|37|38|40|63|69|80|95|106|107|108|110|111|133|151|168,0.2557755410671234|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.006218189373612404|0.655241072177887|0.012399961240589619
salinas,0.93,0.965,0.965,28,v9,0.0,4|10|14|16|17|29|31|37|38|40|45|63|69|80|95|97|106|107|108|110|111|113|133|151|152|157|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.01492331363260746|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.009757951833307743|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.054069362580776215|0.006218189373612404|0.655241072177887|0.024331871420145035|0.02601204253733158|0.012399961240589619|0.016254814341664314
salinas,0.916,0.955,0.955,16,v9,0.0,14|16|17|29|31|38|40|63|69|95|106|107|108|110|111|168,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.012399961240589619
salinas,0.865,0.901,0.901,5,v9,0.0,14|17|29|38|107,0.052936069667339325|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.048095833510160446
salinas,0.875,0.92,0.92,7,v9,0.0,14|17|29|38|106|107|110,0.052936069667339325|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.020097773522138596|0.048095833510160446|0.41946151852607727
salinas,0.876,0.92,0.92,6,v9,0.0,14|17|29|38|107|110,0.052936069667339325|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.048095833510160446|0.41946151852607727
salinas,0.896,0.941,0.941,10,v9,0.0,14|16|17|29|38|63|95|106|107|110,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.11363674700260162|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.41946151852607727
salinas,0.892,0.936,0.936,9,v9,0.0,14|16|17|29|38|63|106|107|110,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.11363674700260162|0.020097773522138596|0.048095833510160446|0.41946151852607727
salinas,0.896,0.942,0.942,11,v9,0.0,14|16|17|29|38|63|95|106|107|108|110,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.11363674700260162|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727
salinas,0.891,0.936,0.936,8,v9,0.0,14|17|29|38|63|106|107|110,0.052936069667339325|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.11363674700260162|0.020097773522138596|0.048095833510160446|0.41946151852607727
salinas,0.921,0.96,0.96,18,v9,0.0,14|16|17|29|31|38|40|63|69|80|95|106|107|108|110|111|151|168,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.655241072177887|0.012399961240589619
salinas,0.905,0.947,0.947,13,v9,0.0,14|16|17|29|38|40|63|95|106|107|108|110|111,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166
salinas,0.915,0.953,0.953,14,v9,0.0,14|16|17|29|38|40|63|95|106|107|108|110|111|168,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.012399961240589619
salinas,0.916,0.954,0.954,15,v9,0.0,14|16|17|29|38|40|63|69|95|106|107|108|110|111|168,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.012399961240589619
salinas,0.922,0.96,0.96,19,v9,0.0,4|14|16|17|29|31|38|40|63|69|80|95|106|107|108|110|111|151|168,0.2557755410671234|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.655241072177887|0.012399961240589619
salinas,0.918,0.958,0.958,17,v9,0.0,14|16|17|29|31|38|40|63|69|95|106|107|108|110|111|151|168,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.655241072177887|0.012399961240589619
salinas,0.903,0.946,0.946,12,v9,0.0,14|16|17|29|38|63|95|106|107|108|110|111,0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.5514443516731262|0.11363674700260162|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166
salinas,0.923,0.961,0.961,20,v9,0.0,4|14|16|17|29|31|37|38|40|63|69|80|95|106|107|108|110|111|151|168,0.2557755410671234|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.655241072177887|0.012399961240589619
salinas,0.93,0.965,0.965,27,v9,0.0,4|10|14|16|17|29|31|37|38|40|45|63|69|80|95|97|106|107|108|110|111|113|133|151|157|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.01492331363260746|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.009757951833307743|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.054069362580776215|0.006218189373612404|0.655241072177887|0.02601204253733158|0.012399961240589619|0.016254814341664314
salinas,0.929,0.964,0.964,26,v9,0.0,4|10|14|16|17|29|31|37|38|40|45|63|69|80|95|106|107|108|110|111|113|133|151|157|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.01492331363260746|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.054069362580776215|0.006218189373612404|0.655241072177887|0.02601204253733158|0.012399961240589619|0.016254814341664314
salinas,0.929,0.964,0.964,25,v9,0.0,4|10|14|16|17|29|31|37|38|40|45|63|69|80|95|106|107|108|110|111|113|133|151|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.01492331363260746|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.054069362580776215|0.006218189373612404|0.655241072177887|0.012399961240589619|0.016254814341664314
salinas,0.929,0.964,0.964,24,v9,0.0,4|10|14|16|17|29|31|37|38|40|45|63|69|80|95|106|107|108|110|111|133|151|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.01492331363260746|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.006218189373612404|0.655241072177887|0.012399961240589619|0.016254814341664314
salinas,0.926,0.963,0.963,23,v9,0.0,4|10|14|16|17|29|31|37|38|40|63|69|80|95|106|107|108|110|111|133|151|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.006218189373612404|0.655241072177887|0.012399961240589619|0.016254814341664314
salinas,0.932,0.965,0.965,30,v9,1135.721,4|10|14|16|17|29|31|37|38|40|45|56|61|63|69|80|95|97|106|107|108|110|111|113|133|151|152|157|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.01492331363260746|0.08842329680919647|0.7857720255851746|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.009757951833307743|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.054069362580776215|0.006218189373612404|0.655241072177887|0.024331871420145035|0.02601204253733158|0.012399961240589619|0.016254814341664314
salinas,0.931,0.965,0.965,29,v9,0.002,4|10|14|16|17|29|31|37|38|40|45|56|63|69|80|95|97|106|107|108|110|111|113|133|151|152|157|168|184,0.2557755410671234|0.030893586575984955|0.052936069667339325|0.03785575553774834|0.23759636282920837|0.13348525762557983|0.011817725375294685|0.06352818012237549|0.5514443516731262|0.04065853729844093|0.01492331363260746|0.08842329680919647|0.11363674700260162|0.9721487760543823|0.7278860807418823|0.046870678663253784|0.009757951833307743|0.020097773522138596|0.048095833510160446|0.5345661640167236|0.41946151852607727|0.026353584602475166|0.054069362580776215|0.006218189373612404|0.655241072177887|0.024331871420145035|0.02601204253733158|0.012399961240589619|0.016254814341664314
salinas,0.928,0.964,0.964,30,bsdr,1.367,7|13|20|26|33|39|46|52|59|65|72|78|85|91|98|104|111|117|124|130|137|143|150|156|163|169|176|182|189|195,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.929,0.964,0.964,29,bsdr,0.0,7|14|20|27|34|41|47|54|61|67|74|81|88|94|101|108|115|121|128|135|141|148|155|162|168|175|182|189|195,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.927,0.962,0.962,28,bsdr,0.0,7|14|21|28|35|42|49|56|63|70|77|84|91|98|105|112|118|125|132|139|146|153|160|167|174|181|188|195,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.928,0.964,0.964,27,bsdr,0.0,7|15|22|29|36|43|51|58|65|72|79|87|94|101|108|115|123|130|137|144|152|159|166|173|180|188|195,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.927,0.965,0.965,26,bsdr,0.0,8|15|23|30|38|45|53|60|67|75|82|90|97|105|112|120|127|135|142|150|157|165|172|180|187|194,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.928,0.965,0.965,25,bsdr,0.001,8|16|23|31|39|47|55|62|70|78|86|93|101|109|117|124|132|140|148|155|163|171|179|186|194,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.928,0.964,0.964,24,bsdr,0.001,8|16|24|32|41|49|57|65|73|81|89|97|105|113|121|129|137|145|154|162|170|178|186|194,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.925,0.962,0.962,23,bsdr,0.0,9|17|25|34|42|51|59|67|76|84|93|101|109|118|126|135|143|152|160|168|177|185|194,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.924,0.963,0.963,22,bsdr,0.0,9|18|27|35|44|53|62|70|79|88|97|105|114|123|132|141|149|158|167|176|184|193,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.927,0.963,0.963,21,bsdr,0.0,9|19|28|37|46|55|64|74|83|92|101|110|119|129|138|147|156|165|174|184|193,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.924,0.962,0.962,20,bsdr,0.001,10|19|29|39|48|58|67|77|87|96|106|115|125|135|144|154|164|173|183|192,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.927,0.964,0.964,19,bsdr,0.0,10|20|30|41|51|61|71|81|91|101|111|121|131|141|152|162|172|182|192,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.924,0.961,0.961,18,bsdr,0.0,11|21|32|43|53|64|75|85|96|106|117|128|138|149|159|170|181|191,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.922,0.96,0.96,17,bsdr,0.0,11|23|34|45|56|67|79|90|101|112|123|135|146|157|168|180|191,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.922,0.959,0.959,16,bsdr,0.001,12|24|36|48|60|71|83|95|107|119|131|143|154|166|178|190,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.922,0.961,0.961,15,bsdr,0.001,13|25|38|51|63|76|88|101|114|126|139|152|164|177|189,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.926,0.961,0.961,14,bsdr,0.001,14|27|41|54|67|81|94|108|121|135|148|162|175|189,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.916,0.956,0.956,13,bsdr,0.0,15|29|43|58|72|87|101|115|130|144|159|173|188,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.919,0.96,0.96,12,bsdr,0.0,16|31|47|62|78|93|109|124|140|155|171|186,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.919,0.957,0.957,11,bsdr,0.001,17|34|51|67|84|101|118|135|152|168|185,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.916,0.954,0.954,10,bsdr,0.0,19|37|55|74|92|110|129|147|165|184,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.913,0.952,0.952,9,bsdr,0.0,20|41|61|81|101|121|141|162|182,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.913,0.953,0.953,8,bsdr,0.001,23|45|67|90|112|135|157|180,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,0.908,0.947,0.947,7,bsdr,0.001,25|51|76|101|126|152|177,0.0|0.0|0.0|0.0|0.0|0.0|0.0
